branch,review,restaurant,Review_Date,source_file,review_text,predicted_issue_category,confidence,issue_cluster,chain,emotion,emotion_conf,urgency_score,escalate
Adyar+Ananda+Bhavan+ +A2B,it's a vegetarian restaurant available on the main area. easily identifiable location. ambience is good. …,A2B,2026-06-09,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,it's a vegetarian restaurant available on the main area. easily identifiable location. ambience is good. …,Food Quantity & Value for Money,0.59,6,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,food is good! but service is very slow.. …,A2B,2025-12-17,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,food is good! but service is very slow.. …,Slow Service & Staff Negligence,0.6066666666666667,-1,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,"mr. sathish served our orders so hygienic, fast and tasty foods. co-workers treat everyone to feel pleasant. personally loved the restaurant ambience with mild music. also i had a experience to sit near by main manager (senior citizen)who …",A2B,2026-01-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"mr. sathish served our orders so hygienic, fast and tasty foods. co-workers treat everyone to feel pleasant. personally loved the restaurant ambience with mild music. also i had a experience to sit near by main manager (senior citizen)who …",Food Quantity & Value for Money,0.5233333333333333,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"i had a wonderful breakfast experience at a2b. the food was fresh, tasty, and served hot. the idli was soft, the dosa was crispy, and the chutneys and sambar were full of flavor. …",A2B,2026-01-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"i had a wonderful breakfast experience at a2b. the food was fresh, tasty, and served hot. the idli was soft, the dosa was crispy, and the chutneys and sambar were full of flavor. …",Food Quantity & Value for Money,0.34,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"stopped here for lunch. they serve only meals or mini meals that time. had tomato rice, sambhar rice and chapati korma. service was fast. food was good.",A2B,2025-12-30,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"stopped here for lunch. they serve only meals or mini meals that time. had tomato rice, sambhar rice and chapati korma. service was fast. food was good.",Service Quality,0.41,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"it was a very pleasant dining experience for us. subbalakshmi, our waitress did a wonderful job serving us and responded to our needs which is feel comfortable and the food was tastier. she was very courteous and understanding our needs. …",A2B,2026-01-08,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"it was a very pleasant dining experience for us. subbalakshmi, our waitress did a wonderful job serving us and responded to our needs which is feel comfortable and the food was tastier. she was very courteous and understanding our needs. …",Service Quality,0.26,44,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"special thanks to vijayakumar for his excellent service and warm hospitality. he was attentive, friendly, and made our dining experience truly memorable. the food was delicious, and the overall service was outstanding. highly appreciated",A2B,2026-03-16,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"special thanks to vijayakumar for his excellent service and warm hospitality. he was attentive, friendly, and made our dining experience truly memorable. the food was delicious, and the overall service was outstanding. highly appreciated",Food Quantity & Value for Money,0.4233333333333333,44,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"dropped into snacks time for some evening munchies, and it delivered on most fronts! the vadai was crispy perfection—hot, flavorful, and just the right spice level. chat items stole the show too, with that tangy, crunchy burst in every …",A2B,2026-01-06,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"dropped into snacks time for some evening munchies, and it delivered on most fronts! the vadai was crispy perfection—hot, flavorful, and just the right spice level. chat items stole the show too, with that tangy, crunchy burst in every …",Food Quantity & Value for Money,0.7866666666666666,38,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,morning time this place seems to be the only decent hotel in that route for a stretch. actually we made a u turn to go to this place. but after resuming the journey found a similar establishment in another 30 to 40 …,A2B,2026-03-30,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,morning time this place seems to be the only decent hotel in that route for a stretch. actually we made a u turn to go to this place. but after resuming the journey found a similar establishment in another 30 to 40 …,Food Quantity & Value for Money,0.53,42,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"very poor service from the waitress. we waited over half an hour just to place our order and another half an hour to receive the food. the staff seemed unaware of which items were available, and for every question we asked, we were told to wait 10 minutes while they checked availability.",A2B,2026-02-08,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"very poor service from the waitress. we waited over half an hour just to place our order and another half an hour to receive the food. the staff seemed unaware of which items were available, and for every question we asked, we were told to wait 10 minutes while they checked availability.",Food Quantity & Value for Money,0.4066666666666667,50,A2B,frustration,heuristic,2,False
Adyar+Ananda+Bhavan+ +A2B,"well, i am writing this review after a pathetic experience. i was going to bangalore in a cab and dropped here for bf at 9:55 am. my driver and i first ordered mini tifin and after 6 to 7 mins, we were informed of non availability. then …",A2B,2026-01-26,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"well, i am writing this review after a pathetic experience. i was going to bangalore in a cab and dropped here for bf at 9:55 am. my driver and i first ordered mini tifin and after 6 to 7 mins, we were informed of non availability. then …",Cleanliness & Restroom Hygiene,0.5033333333333333,-1,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,a2b is renowned restaurant across tamil nadu. i happen to travel across attur and wanted to have a quick break to finish the breakfast. we have found and a2b through and reached there. …,A2B,2026-05-05,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,a2b is renowned restaurant across tamil nadu. i happen to travel across attur and wanted to have a quick break to finish the breakfast. we have found and a2b through and reached there. …,Poor Experience & Food Hygiene Complaints,0.3466666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"it is on the erode highway. very good ambience, very good food and very good service on the main road. ample car parking is available. rest rooms are also available. this restaurant is one of the food stalls in this location, you can find a …",A2B,2025-12-13,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"it is on the erode highway. very good ambience, very good food and very good service on the main road. ample car parking is available. rest rooms are also available. this restaurant is one of the food stalls in this location, you can find a …",Parking & Accessibility,0.45,48,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,i have been to a2b especially this branch for past 5-6 yrs. not so regular but most of the time. especially this time the service is great and the staff named radhika was nice with the greetings and services provided. this what all the …,A2B,2026-01-13,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,i have been to a2b especially this branch for past 5-6 yrs. not so regular but most of the time. especially this time the service is great and the staff named radhika was nice with the greetings and services provided. this what all the …,Food Quantity & Value for Money,0.7066666666666667,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"""the food quality at anandha bhavan is excellent, especially the traditional south indian dishes. the restaurant is well-maintained, staff are polite, and service is fast. highly recommended for anyone looking for good vegetarian food."" for @shobana service",A2B,2026-01-27,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"""the food quality at anandha bhavan is excellent, especially the traditional south indian dishes. the restaurant is well-maintained, staff are polite, and service is fast. highly recommended for anyone looking for good vegetarian food."" for @shobana service",Food Quantity & Value for Money,0.6,3,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"this review i wrote after the 3rd time of bad experience with a2b attur branch. today it's crowded there, so i expect the delay but after 30mins also no one come and ask for order, the food supplied to all the tables near to us but even …",A2B,2025-12-26,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"this review i wrote after the 3rd time of bad experience with a2b attur branch. today it's crowded there, so i expect the delay but after 30mins also no one come and ask for order, the food supplied to all the tables near to us but even …",Food Quantity & Value for Money,0.54,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,best place to have lunch. highly clean and good service. diwali combo sweets 🎁 were available. ample car parking. ev charging station is nearby. family friendly restaurant. restroom 🚻 available nearby. …,A2B,2026-05-30,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,best place to have lunch. highly clean and good service. diwali combo sweets 🎁 were available. ample car parking. ev charging station is nearby. family friendly restaurant. restroom 🚻 available nearby. …,Parking & Accessibility,0.4966666666666666,-1,A2B,delight,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,the restaurant is a typical a2b outlet which doesnt disappoint the highway traveller. service and food items were on par and really good. …,A2B,2026-05-16,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,the restaurant is a typical a2b outlet which doesnt disappoint the highway traveller. service and food items were on par and really good. …,Food Quantity & Value for Money,0.4233333333333333,2,A2B,neutral,heuristic,0,False
Adyar+Ananda+Bhavan+ +A2B,"had breakfast at attur branch this morning, attended by mr. muthu. service quality has improved a lot, we were able to feel the difference. all good but rates are touching sky rockets. single coffee costs 50rs is too high. it seems the …",A2B,2026-01-24,Analysis\data\raw_reviews_new\Google\a2b_reviews_tamilnadu_Google_Reviews_with_dates.csv,"had breakfast at attur branch this morning, attended by mr. muthu. service quality has improved a lot, we were able to feel the difference. all good but rates are touching sky rockets. single coffee costs 50rs is too high. it seems the …",Food Quantity & Value for Money,0.42,19,A2B,neutral,heuristic,0,False
